EmployeeId,Attrition,Department,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,Status,Edutxt,SalaryCategory
969,0.0,Research & Development,4,Technical Degree,Male,3,Healthcare Representative,Married,10322,No,20,4,14,Active,Master,10000-14999
971,0.0,Sales,3,Medical,Female,2,Sales Executive,Married,4601,No,16,3,5,Active,Bachelor,Under 5000
972,0.0,Sales,4,Life Sciences,Female,1,Sales Representative,Single,3294,Yes,18,3,3,Active,Master,Under 5000
973,0.0,Human Resources,3,Human Resources,Female,4,Manager,Single,17328,Yes,12,3,23,Active,Bachelor,Above 15000
976,1.0,Research & Development,4,Life Sciences,Male,1,Laboratory Technician,Single,2795,Yes,24,4,1,Inactive,Master,Under 5000
977,0.0,Research & Development,1,Technical Degree,Male,2,Manufacturing Director,Married,4319,No,13,3,10,Active,Below College,Under 5000
979,0.0,Research & Development,3,Technical Degree,Male,1,Research Scientist,Single,2080,No,11,3,5,Active,Bachelor,Under 5000
981,0.0,Research & Development,4,Medical,Male,1,Laboratory Technician,Single,2519,No,21,4,16,Active,Master,Under 5000
983,0.0,Human Resources,3,Life Sciences,Male,2,Human Resources,Married,4490,No,11,3,14,Active,Bachelor,Under 5000
985,0.0,Research & Development,2,Medical,Male,5,Manager,Married,19272,No,15,3,21,Active,College,Above 15000
987,1.0,Research & Development,4,Life Sciences,Female,1,Research Scientist,Married,4963,Yes,18,3,7,Inactive,Master,Under 5000
988,0.0,Research & Development,1,Life Sciences,Female,1,Research Scientist,Married,2011,No,13,3,10,Active,Below College,Under 5000
989,0.0,Research & Development,2,Other,Female,3,Laboratory Technician,Married,7403,No,11,3,29,Active,College,5000-9999
990,1.0,Research & Development,3,Medical,Male,1,Research Scientist,Divorced,2759,Yes,12,3,7,Inactive,Bachelor,Under 5000
991,0.0,Sales,4,Life Sciences,Male,2,Sales Executive,Divorced,4115,No,19,3,8,Active,Master,Under 5000
993,0.0,Research & Development,1,Medical,Male,3,Research Director,Divorced,13757,No,11,3,16,Active,Below College,10000-14999
995,0.0,Research & Development,3,Medical,Male,1,Laboratory Technician,Single,3708,No,14,3,9,Active,Bachelor,Under 5000
996,0.0,Research & Development,4,Medical,Female,4,Manufacturing Director,Married,13826,No,22,4,31,Active,Master,10000-14999
997,0.0,Research & Development,3,Medical,Female,4,Research Director,Single,17328,No,19,3,29,Active,Bachelor,Above 15000
998,1.0,Research & Development,1,Technical Degree,Male,1,Laboratory Technician,Married,3691,Yes,15,3,7,Inactive,Below College,Under 5000
999,0.0,Research & Development,4,Life Sciences,Female,2,Healthcare Representative,Divorced,5093,No,11,3,16,Active,Master,5000-9999
1002,0.0,Research & Development,3,Medical,Female,2,Healthcare Representative,Married,4335,No,12,3,11,Active,Bachelor,Under 5000
1003,0.0,Research & Development,3,Medical,Female,1,Laboratory Technician,Single,2871,No,15,3,1,Active,Bachelor,Under 5000
1004,0.0,Research & Development,3,Medical,Female,2,Healthcare Representative,Married,9824,No,19,3,18,Active,Bachelor,5000-9999
1005,0.0,Sales,3,Medical,Male,2,Sales Executive,Divorced,4037,No,22,4,9,Active,Bachelor,Under 5000
1006,1.0,Sales,1,Life Sciences,Male,1,Sales Representative,Single,1118,Yes,14,3,1,Inactive,Below College,Under 5000
1007,0.0,Research & Development,2,Medical,Female,2,Manufacturing Director,Married,4306,No,12,3,13,Active,College,Under 5000
1010,0.0,Sales,2,Medical,Female,2,Sales Executive,Married,5561,No,14,3,6,Active,College,5000-9999
1011,0.0,Sales,3,Technical Degree,Female,1,Sales Representative,Married,2157,No,15,3,3,Active,Bachelor,Under 5000
1013,0.0,Research & Development,4,Life Sciences,Female,2,Research Scientist,Single,4869,No,12,3,20,Active,Master,Under 5000
1014,0.0,Research & Development,4,Medical,Female,2,Manufacturing Director,Divorced,5485,Yes,11,3,9,Active,Master,5000-9999
1015,1.0,Research & Development,2,Medical,Male,1,Research Scientist,Single,2321,Yes,22,4,4,Inactive,College,Under 5000
1017,0.0,Research & Development,3,Technical Degree,Male,1,Research Scientist,Married,3420,No,12,3,17,Active,Bachelor,Under 5000
1018,0.0,Research & Development,3,Medical,Male,2,Healthcare Representative,Married,5237,No,13,3,17,Active,Bachelor,5000-9999
1019,0.0,Research & Development,5,Medical,Male,1,Research Scientist,Married,2127,Yes,12,3,7,Active,Doctor,Under 5000
1020,1.0,Sales,3,Technical Degree,Female,2,Sales Executive,Single,5765,No,11,3,7,Inactive,Bachelor,5000-9999
1021,1.0,Sales,3,Marketing,Male,1,Sales Representative,Single,1878,Yes,14,3,0,Inactive,Bachelor,Under 5000
1022,0.0,Research & Development,4,Medical,Female,2,Research Scientist,Single,5055,No,16,3,10,Active,Master,5000-9999
1028,0.0,Research & Development,2,Technical Degree,Male,5,Manager,Married,19232,No,11,3,22,Active,College,Above 15000
1029,0.0,Sales,4,Medical,Male,4,Sales Executive,Single,13872,No,13,3,38,Active,Master,10000-14999
1030,0.0,Research & Development,2,Medical,Male,2,Manufacturing Director,Divorced,6347,No,16,3,8,Active,College,5000-9999
1031,0.0,Research & Development,3,Medical,Female,3,Manufacturing Director,Single,10880,Yes,13,3,21,Active,Bachelor,10000-14999
1035,0.0,Sales,3,Marketing,Male,2,Sales Executive,Divorced,7547,No,12,3,13,Active,Bachelor,5000-9999
1036,0.0,Sales,2,Life Sciences,Female,2,Sales Executive,Divorced,5006,Yes,11,3,9,Active,College,5000-9999
1037,0.0,Human Resources,1,Life Sciences,Female,1,Human Resources,Married,2942,No,23,4,8,Active,Below College,Under 5000
1038,1.0,Research & Development,4,Technical Degree,Male,1,Laboratory Technician,Single,3441,Yes,13,3,2,Inactive,Master,Under 5000
1039,0.0,Sales,3,Medical,Female,2,Sales Executive,Single,4859,No,16,3,5,Active,Bachelor,Under 5000
1040,0.0,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,Married,2097,No,15,3,9,Active,Bachelor,Under 5000
1041,0.0,Research & Development,2,Life Sciences,Male,2,Manufacturing Director,Single,4033,No,11,3,5,Active,College,Under 5000
1045,0.0,Sales,3,Medical,Male,3,Sales Executive,Divorced,10798,No,13,3,18,Active,Bachelor,10000-14999
1046,0.0,Research & Development,4,Life Sciences,Male,2,Healthcare Representative,Single,6540,No,19,3,10,Active,Master,5000-9999
1047,0.0,Sales,4,Life Sciences,Male,2,Sales Executive,Married,8966,Yes,15,3,15,Active,Master,5000-9999
1049,0.0,Research & Development,4,Life Sciences,Female,2,Laboratory Technician,Single,3780,No,11,3,19,Active,Master,Under 5000
1052,0.0,Sales,3,Marketing,Male,1,Sales Representative,Single,2678,No,17,3,2,Active,Bachelor,Under 5000
1053,1.0,Research & Development,4,Other,Male,1,Research Scientist,Single,2686,Yes,13,3,10,Inactive,Master,Under 5000
1055,0.0,Research & Development,3,Medical,Male,5,Research Director,Divorced,19419,No,17,3,21,Active,Bachelor,Above 15000
1056,0.0,Human Resources,4,Life Sciences,Male,5,Manager,Single,19717,No,14,3,36,Active,Master,Above 15000
1058,0.0,Sales,3,Life Sciences,Male,2,Sales Executive,Single,4478,Yes,11,3,5,Active,Bachelor,Under 5000
1059,0.0,Research & Development,4,Other,Male,2,Research Scientist,Single,4541,No,25,4,20,Active,Master,Under 5000
1062,0.0,Research & Development,3,Technical Degree,Female,1,Research Scientist,Married,2585,No,17,3,2,Active,Bachelor,Under 5000
1063,0.0,Human Resources,2,Human Resources,Male,1,Human Resources,Married,3737,No,19,3,4,Active,College,Under 5000
1065,0.0,Sales,4,Marketing,Female,2,Sales Executive,Married,6538,No,15,3,6,Active,Master,5000-9999
1066,0.0,Research & Development,3,Life Sciences,Female,1,Laboratory Technician,Single,1611,No,15,3,0,Active,Bachelor,Under 5000
1067,0.0,Research & Development,4,Life Sciences,Female,1,Research Scientist,Married,2911,No,13,3,2,Active,Master,Under 5000
1068,1.0,Research & Development,4,Life Sciences,Female,1,Laboratory Technician,Single,2743,No,16,3,18,Inactive,Master,Under 5000
1070,0.0,Research & Development,4,Life Sciences,Female,1,Research Scientist,Single,3280,No,16,3,10,Active,Master,Under 5000
1071,0.0,Research & Development,3,Life Sciences,Female,4,Manager,Single,16659,Yes,13,3,30,Active,Bachelor,Above 15000
1072,0.0,Research & Development,1,Medical,Male,1,Laboratory Technician,Married,3669,No,11,3,7,Active,Below College,Under 5000
1073,0.0,Sales,4,Other,Female,3,Sales Executive,Married,8412,No,11,3,10,Active,Master,5000-9999
1074,0.0,Research & Development,2,Medical,Male,2,Laboratory Technician,Divorced,4558,No,12,3,10,Active,College,Under 5000
1075,0.0,Sales,2,Marketing,Male,5,Manager,Married,18303,No,13,3,21,Active,College,Above 15000
1076,1.0,Research & Development,2,Life Sciences,Male,3,Laboratory Technician,Single,5381,Yes,13,3,23,Inactive,College,5000-9999
1078,0.0,Research & Development,4,Life Sciences,Male,1,Laboratory Technician,Married,4766,Yes,11,3,6,Active,Master,Under 5000
1079,0.0,Sales,4,Medical,Male,2,Sales Executive,Single,4908,No,14,3,4,Active,Master,Under 5000
1082,0.0,Research & Development,3,Other,Male,1,Laboratory Technician,Divorced,3917,No,20,4,3,Active,Bachelor,Under 5000
1083,0.0,Research & Development,3,Life Sciences,Female,1,Research Scientist,Single,2115,No,12,3,17,Active,Bachelor,Under 5000
1085,0.0,Research & Development,3,Medical,Female,2,Laboratory Technician,Married,3448,No,22,4,20,Active,Bachelor,Under 5000
1086,0.0,Research & Development,1,Life Sciences,Female,5,Research Director,Divorced,19973,No,22,4,21,Active,Below College,Above 15000
1087,0.0,Sales,4,Marketing,Female,2,Sales Executive,Divorced,4260,Yes,12,3,5,Active,Master,Under 5000
1088,0.0,Research & Development,2,Medical,Female,2,Laboratory Technician,Single,4011,No,23,4,12,Active,College,Under 5000
1090,0.0,Sales,2,Medical,Male,3,Sales Executive,Married,7596,No,13,3,10,Active,College,5000-9999
1091,0.0,Research & Development,2,Medical,Female,5,Manager,Divorced,18606,No,18,3,26,Active,College,Above 15000
1092,0.0,Research & Development,1,Medical,Male,1,Research Scientist,Single,3904,No,12,3,5,Active,Below College,Under 5000
1094,0.0,Research & Development,1,Medical,Male,1,Laboratory Technician,Married,3468,No,12,3,6,Active,Below College,Under 5000
1095,0.0,Sales,2,Marketing,Female,3,Sales Executive,Married,10934,Yes,18,3,35,Active,College,10000-14999
1096,0.0,Research & Development,4,Life Sciences,Male,3,Healthcare Representative,Single,10445,No,19,3,18,Active,Master,10000-14999
1098,0.0,Sales,2,Marketing,Male,2,Sales Executive,Divorced,6931,No,14,3,10,Active,College,5000-9999
1099,0.0,Research & Development,4,Life Sciences,Female,1,Laboratory Technician,Divorced,2576,No,16,3,8,Active,Master,Under 5000
1101,0.0,Sales,1,Marketing,Male,1,Sales Representative,Single,2983,No,14,3,4,Active,Below College,Under 5000
1102,0.0,Sales,3,Marketing,Male,3,Sales Executive,Married,8020,No,15,3,12,Active,Bachelor,5000-9999
1106,1.0,Research & Development,2,Life Sciences,Male,2,Manufacturing Director,Married,5916,Yes,13,3,8,Inactive,College,5000-9999
1107,0.0,Research & Development,4,Life Sciences,Male,2,Manufacturing Director,Divorced,6804,Yes,15,3,7,Active,Master,5000-9999
1108,1.0,Sales,3,Technical Degree,Male,2,Sales Executive,Single,5326,No,17,3,6,Inactive,Bachelor,5000-9999
1110,0.0,Research & Development,2,Life Sciences,Male,1,Laboratory Technician,Single,3068,No,13,3,8,Active,College,Under 5000
1111,0.0,Research & Development,3,Life Sciences,Male,1,Research Scientist,Divorced,2613,No,25,4,10,Active,Bachelor,Under 5000
1112,0.0,Research & Development,4,Medical,Male,4,Research Director,Married,17584,Yes,16,3,21,Active,Master,Above 15000
1113,0.0,Research & Development,3,Medical,Male,2,Healthcare Representative,Married,5582,No,21,4,10,Active,Bachelor,5000-9999
1114,0.0,Research & Development,1,Technical Degree,Male,2,Manufacturing Director,Married,4298,No,19,3,6,Active,Below College,Under 5000
1115,1.0,Sales,2,Medical,Male,3,Sales Executive,Single,9619,No,16,3,9,Inactive,College,5000-9999
1116,0.0,Research & Development,3,Life Sciences,Male,4,Research Director,Married,17861,No,13,3,26,Active,Bachelor,Above 15000
1117,1.0,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,Single,1420,No,13,3,0,Inactive,Bachelor,Under 5000
1118,1.0,Research & Development,2,Medical,Female,1,Research Scientist,Married,2366,Yes,14,3,8,Inactive,College,Under 5000
1120,1.0,Sales,2,Life Sciences,Male,1,Sales Representative,Married,4400,No,12,3,6,Inactive,College,Under 5000
1121,0.0,Sales,3,Marketing,Male,2,Sales Executive,Divorced,5486,No,11,3,15,Active,Bachelor,5000-9999
1123,0.0,Research & Development,4,Life Sciences,Male,1,Laboratory Technician,Married,2818,Yes,24,4,10,Active,Master,Under 5000
1124,0.0,Research & Development,5,Life Sciences,Female,4,Research Director,Single,16422,No,11,3,9,Active,Doctor,Above 15000
1125,0.0,Sales,1,Life Sciences,Male,2,Sales Executive,Married,9998,No,13,3,8,Active,Below College,5000-9999
1126,0.0,Sales,2,Technical Degree,Female,2,Sales Executive,Married,4736,Yes,12,3,4,Active,College,Under 5000
1127,0.0,Research & Development,4,Life Sciences,Female,2,Manufacturing Director,Married,6447,No,12,3,8,Active,Master,5000-9999
1128,0.0,Research & Development,3,Life Sciences,Male,1,Research Scientist,Single,2340,No,19,3,6,Active,Bachelor,Under 5000
1130,1.0,Research & Development,3,Life Sciences,Female,1,Laboratory Technician,Married,2886,Yes,16,3,6,Inactive,Bachelor,Under 5000
1131,0.0,Sales,4,Marketing,Male,2,Sales Executive,Single,5441,Yes,22,4,11,Active,Master,5000-9999
1132,0.0,Research & Development,3,Medical,Female,1,Research Scientist,Married,4477,Yes,19,3,7,Active,Bachelor,Under 5000
1135,1.0,Research & Development,3,Medical,Female,3,Healthcare Representative,Married,7978,No,11,3,10,Inactive,Bachelor,5000-9999
1136,0.0,Research & Development,2,Medical,Female,2,Healthcare Representative,Married,4244,No,24,4,8,Active,College,Under 5000
1137,0.0,Research & Development,5,Life Sciences,Male,1,Research Scientist,Married,2691,No,12,3,10,Active,Doctor,Under 5000
1138,0.0,Research & Development,2,Life Sciences,Female,1,Research Scientist,Married,2066,No,22,4,5,Active,College,Under 5000
1140,0.0,Research & Development,3,Medical,Male,1,Laboratory Technician,Single,2496,No,11,3,7,Active,Bachelor,Under 5000
1141,0.0,Research & Development,1,Medical,Male,4,Healthcare Representative,Divorced,13577,Yes,15,3,34,Active,Below College,10000-14999
1142,0.0,Sales,1,Marketing,Male,4,Manager,Married,17465,No,12,3,23,Active,Below College,Above 15000
1143,0.0,Sales,1,Marketing,Male,2,Sales Executive,Married,6349,Yes,13,3,6,Active,Below College,5000-9999
1144,0.0,Research & Development,3,Medical,Female,5,Manager,Single,18061,No,22,4,22,Active,Bachelor,Above 15000
1145,0.0,Research & Development,4,Medical,Male,4,Research Director,Divorced,14732,No,13,3,31,Active,Master,10000-14999
1146,0.0,Sales,3,Medical,Female,1,Sales Representative,Married,2534,No,14,3,5,Active,Bachelor,Under 5000
1148,0.0,Sales,4,Marketing,Female,2,Sales Executive,Married,4779,Yes,20,4,8,Active,Master,Under 5000
1149,0.0,Sales,2,Medical,Female,2,Sales Executive,Single,6244,No,17,3,10,Active,College,5000-9999
1151,1.0,Research & Development,3,Technical Degree,Male,1,Research Scientist,Single,2058,No,14,3,7,Inactive,Bachelor,Under 5000
1153,0.0,Research & Development,1,Life Sciences,Female,1,Research Scientist,Married,2168,Yes,18,3,6,Active,Below College,Under 5000
1154,0.0,Sales,4,Marketing,Male,2,Sales Executive,Single,4960,No,12,3,20,Active,Master,Under 5000
1155,0.0,Research & Development,3,Other,Female,1,Laboratory Technician,Married,2743,No,20,4,2,Active,Bachelor,Under 5000
1156,1.0,Sales,1,Technical Degree,Female,1,Sales Representative,Single,3202,Yes,16,3,6,Inactive,Below College,Under 5000
1157,0.0,Research & Development,4,Technical Degree,Female,2,Healthcare Representative,Single,6687,No,11,3,14,Active,Master,5000-9999
1158,0.0,Research & Development,3,Technical Degree,Female,3,Manufacturing Director,Single,7491,No,17,3,12,Active,Bachelor,5000-9999
1159,0.0,Sales,4,Marketing,Male,2,Sales Executive,Married,4465,No,18,3,4,Active,Master,Under 5000
1160,0.0,Sales,4,Marketing,Female,2,Sales Executive,Married,6214,No,18,3,8,Active,Master,5000-9999
1162,0.0,Research & Development,3,Medical,Female,1,Laboratory Technician,Divorced,2593,Yes,11,3,10,Active,Bachelor,Under 5000
1164,0.0,Sales,4,Marketing,Female,2,Sales Executive,Single,4028,No,20,4,8,Active,Master,Under 5000
1166,0.0,Research & Development,2,Technical Degree,Female,4,Healthcare Representative,Single,13964,Yes,12,3,25,Active,College,10000-14999
1168,0.0,Sales,4,Marketing,Male,2,Sales Executive,Divorced,9725,No,11,3,16,Active,Master,5000-9999
1170,0.0,Sales,4,Life Sciences,Male,3,Sales Executive,Married,10475,Yes,21,4,20,Active,Master,10000-14999
1171,0.0,Research & Development,2,Life Sciences,Male,1,Laboratory Technician,Married,1702,Yes,23,4,1,Active,College,Under 5000
1172,0.0,Research & Development,3,Medical,Male,1,Research Scientist,Married,1706,No,11,3,0,Active,Bachelor,Under 5000
1174,0.0,Sales,2,Life Sciences,Male,2,Sales Executive,Married,5249,No,18,3,13,Active,College,5000-9999
1175,0.0,Research & Development,5,Life Sciences,Male,5,Research Director,Married,18300,No,11,3,21,Active,Doctor,Above 15000
1176,0.0,Research & Development,3,Technical Degree,Male,2,Manufacturing Director,Married,6261,No,18,3,9,Active,Bachelor,5000-9999
1177,0.0,Research & Development,3,Life Sciences,Female,1,Research Scientist,Single,2632,No,14,3,5,Active,Bachelor,Under 5000
1178,0.0,Research & Development,3,Life Sciences,Male,1,Research Scientist,Divorced,2703,Yes,14,3,3,Active,Bachelor,Under 5000
1179,0.0,Research & Development,4,Medical,Female,1,Research Scientist,Divorced,2187,No,12,3,6,Active,Master,Under 5000
1180,0.0,Human Resources,2,Life Sciences,Female,1,Human Resources,Single,3423,No,12,3,10,Active,College,Under 5000
1181,1.0,Sales,3,Life Sciences,Female,4,Sales Executive,Single,13194,Yes,16,3,22,Inactive,Bachelor,10000-14999
1182,0.0,Research & Development,2,Medical,Female,5,Manager,Married,19187,No,14,3,23,Active,College,Above 15000
1183,0.0,Research & Development,3,Life Sciences,Female,1,Research Scientist,Divorced,2886,No,22,4,3,Active,Bachelor,Under 5000
1184,0.0,Research & Development,4,Other,Male,1,Laboratory Technician,Married,2376,No,13,3,2,Active,Master,Under 5000
1185,0.0,Research & Development,4,Life Sciences,Female,2,Healthcare Representative,Married,4089,No,13,3,10,Active,Master,Under 5000
1186,0.0,Sales,3,Technical Degree,Female,2,Sales Executive,Divorced,6852,No,12,3,7,Active,Bachelor,5000-9999
1187,0.0,Research & Development,1,Medical,Female,1,Laboratory Technician,Single,1483,No,14,3,1,Active,Below College,Under 5000
1189,1.0,Research & Development,3,Life Sciences,Female,1,Laboratory Technician,Single,3646,Yes,23,4,11,Inactive,Bachelor,Under 5000
1191,0.0,Research & Development,4,Life Sciences,Male,3,Healthcare Representative,Divorced,10466,No,14,3,29,Active,Master,10000-14999
1192,0.0,Research & Development,3,Life Sciences,Female,1,Research Scientist,Single,2836,No,13,3,1,Active,Bachelor,Under 5000
1193,0.0,Sales,3,Life Sciences,Male,2,Sales Executive,Married,5484,No,14,3,13,Active,Bachelor,5000-9999
1194,0.0,Sales,4,Medical,Male,3,Sales Executive,Single,9980,No,14,3,10,Active,Master,5000-9999
1195,0.0,Sales,2,Life Sciences,Male,4,Manager,Married,16959,Yes,12,3,25,Active,College,Above 15000
1196,0.0,Research & Development,2,Life Sciences,Female,1,Laboratory Technician,Divorced,4364,No,14,3,5,Active,College,Under 5000
1197,1.0,Sales,1,Marketing,Male,1,Sales Representative,Divorced,3041,No,11,3,5,Inactive,Below College,Under 5000
1198,0.0,Research & Development,2,Other,Male,1,Laboratory Technician,Married,2093,No,17,3,8,Active,College,Under 5000
1199,0.0,Sales,3,Other,Male,2,Sales Executive,Single,4759,No,18,3,15,Active,Bachelor,Under 5000
1200,1.0,Sales,4,Marketing,Male,4,Sales Executive,Single,13695,Yes,17,3,24,Inactive,Master,10000-14999
1201,0.0,Research & Development,3,Life Sciences,Female,2,Laboratory Technician,Married,5231,Yes,13,3,17,Active,Bachelor,5000-9999
1203,0.0,Sales,3,Life Sciences,Female,2,Sales Executive,Married,4302,No,17,3,4,Active,Bachelor,Under 5000
1204,0.0,Research & Development,1,Life Sciences,Male,1,Laboratory Technician,Divorced,2693,No,22,4,1,Active,Below College,Under 5000
1205,0.0,Research & Development,4,Medical,Male,1,Laboratory Technician,Married,2258,No,12,3,10,Active,Master,Under 5000
1206,0.0,Sales,4,Marketing,Male,2,Sales Executive,Single,5155,No,13,3,9,Active,Master,5000-9999
1207,0.0,Research & Development,4,Medical,Male,1,Research Scientist,Divorced,3617,Yes,14,3,3,Active,Master,Under 5000
1208,0.0,Sales,3,Other,Male,2,Sales Executive,Single,6274,No,22,4,6,Active,Bachelor,5000-9999
1209,0.0,Research & Development,4,Life Sciences,Male,4,Manager,Married,17046,No,15,3,28,Active,Master,Above 15000
1210,0.0,Research & Development,3,Medical,Male,1,Research Scientist,Single,3452,No,13,3,9,Active,Bachelor,Under 5000
1211,1.0,Sales,3,Life Sciences,Female,1,Sales Representative,Single,2716,No,15,3,1,Inactive,Bachelor,Under 5000
1212,0.0,Research & Development,2,Medical,Female,1,Research Scientist,Married,3920,No,14,3,17,Active,College,Under 5000
1213,0.0,Sales,3,Marketing,Male,2,Sales Executive,Single,4682,No,14,3,9,Active,Bachelor,Under 5000
1216,0.0,Research & Development,2,Other,Female,4,Manager,Married,16752,Yes,11,3,26,Active,College,Above 15000
1217,1.0,Sales,4,Life Sciences,Male,1,Sales Representative,Married,2033,No,18,3,1,Inactive,Master,Under 5000
1218,0.0,Research & Development,2,Life Sciences,Female,3,Manufacturing Director,Married,7412,No,11,3,9,Active,College,5000-9999
1220,0.0,Research & Development,4,Life Sciences,Male,4,Manager,Divorced,17924,No,11,3,31,Active,Master,Above 15000
1221,1.0,Research & Development,2,Life Sciences,Female,1,Laboratory Technician,Married,2319,Yes,11,3,1,Inactive,College,Under 5000
1222,0.0,Sales,4,Marketing,Female,2,Sales Executive,Married,5647,No,13,3,11,Active,Master,5000-9999
1223,0.0,Research & Development,3,Life Sciences,Male,3,Research Scientist,Divorced,9724,No,17,3,25,Active,Bachelor,5000-9999
1224,1.0,Sales,2,Technical Degree,Male,2,Sales Executive,Married,6796,Yes,14,3,18,Inactive,College,5000-9999
1227,0.0,Research & Development,4,Other,Female,2,Healthcare Representative,Married,5488,Yes,13,3,6,Active,Master,5000-9999
1228,0.0,Research & Development,4,Technical Degree,Male,2,Manufacturing Director,Divorced,7379,No,11,3,12,Active,Master,5000-9999
1231,0.0,Human Resources,4,Medical,Male,3,Human Resources,Married,10725,No,15,3,16,Active,Master,10000-14999
1232,0.0,Sales,2,Marketing,Female,2,Sales Executive,Married,4537,Yes,22,4,8,Active,College,Under 5000
1233,0.0,Sales,4,Marketing,Male,2,Sales Executive,Divorced,7104,No,12,3,6,Active,Master,5000-9999
1234,0.0,Research & Development,3,Life Sciences,Female,3,Manufacturing Director,Married,10685,Yes,20,4,17,Active,Bachelor,10000-14999
1235,0.0,Research & Development,3,Life Sciences,Male,2,Laboratory Technician,Single,6782,No,15,3,9,Active,Bachelor,5000-9999
1236,0.0,Research & Development,4,Life Sciences,Male,2,Healthcare Representative,Divorced,5745,No,14,3,10,Active,Master,5000-9999
1238,0.0,Sales,4,Life Sciences,Female,3,Sales Executive,Married,10686,No,11,3,13,Active,Master,10000-14999
1239,0.0,Research & Development,4,Life Sciences,Male,2,Manufacturing Director,Single,4197,Yes,12,3,18,Active,Master,Under 5000
1240,0.0,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,Single,3033,No,12,3,2,Active,Bachelor,Under 5000
1241,0.0,Research & Development,4,Medical,Male,2,Laboratory Technician,Single,5094,No,14,3,10,Active,Master,5000-9999
1242,0.0,Sales,3,Life Sciences,Male,5,Manager,Divorced,19847,Yes,24,4,31,Active,Bachelor,Above 15000
1243,1.0,Research & Development,3,Life Sciences,Male,2,Laboratory Technician,Single,6074,Yes,24,4,9,Inactive,Bachelor,5000-9999
1244,0.0,Research & Development,3,Life Sciences,Female,1,Laboratory Technician,Married,3294,No,17,3,7,Active,Bachelor,Under 5000
1245,0.0,Research & Development,3,Medical,Male,3,Manufacturing Director,Married,7406,Yes,21,4,10,Active,Bachelor,5000-9999
1249,0.0,Research & Development,3,Technical Degree,Male,1,Research Scientist,Divorced,1274,No,13,3,1,Active,Bachelor,Under 5000
1251,0.0,Research & Development,3,Life Sciences,Female,5,Manager,Single,19926,No,15,3,21,Active,Bachelor,Above 15000
1253,0.0,Research & Development,4,Medical,Male,1,Research Scientist,Single,2501,No,17,3,1,Active,Master,Under 5000
1255,0.0,Research & Development,3,Life Sciences,Female,2,Research Scientist,Divorced,5467,Yes,14,3,12,Active,Bachelor,5000-9999
1257,0.0,Research & Development,3,Life Sciences,Male,4,Manager,Divorced,17181,No,13,3,21,Active,Bachelor,Above 15000
1258,0.0,Research & Development,2,Life Sciences,Male,4,Manager,Married,17099,No,15,3,26,Active,College,Above 15000
1259,0.0,Research & Development,3,Life Sciences,Male,2,Research Scientist,Single,4661,No,13,3,9,Active,Bachelor,Under 5000
1260,0.0,Research & Development,4,Life Sciences,Female,5,Research Director,Single,18665,Yes,11,3,22,Active,Master,Above 15000
1261,0.0,Sales,3,Marketing,Female,2,Sales Executive,Married,5769,Yes,11,3,6,Active,Bachelor,5000-9999
1262,0.0,Research & Development,3,Life Sciences,Male,1,Research Scientist,Single,3944,Yes,11,3,6,Active,Bachelor,Under 5000
1263,0.0,Sales,3,Marketing,Male,3,Sales Executive,Married,10596,No,11,3,14,Active,Bachelor,10000-14999
1264,0.0,Research & Development,3,Medical,Male,1,Research Scientist,Divorced,2345,No,14,3,8,Active,Bachelor,Under 5000
1265,0.0,Research & Development,1,Medical,Female,1,Laboratory Technician,Married,3131,No,13,3,10,Active,Below College,Under 5000
1266,0.0,Sales,4,Marketing,Male,3,Sales Executive,Divorced,9705,No,12,3,11,Active,Master,5000-9999
1269,0.0,Research & Development,3,Life Sciences,Female,2,Manufacturing Director,Single,6091,No,20,4,11,Active,Bachelor,5000-9999
1271,0.0,Research & Development,3,Technical Degree,Male,2,Manufacturing Director,Divorced,4262,No,12,3,8,Active,Bachelor,Under 5000
1272,0.0,Sales,5,Marketing,Male,3,Sales Executive,Married,7295,No,13,3,10,Active,Doctor,5000-9999
1273,0.0,Sales,2,Life Sciences,Female,4,Manager,Married,17650,No,13,3,26,Active,College,Above 15000
1275,0.0,Research & Development,3,Life Sciences,Female,3,Manufacturing Director,Married,10820,No,11,3,18,Active,Bachelor,10000-14999
1277,0.0,Research & Development,4,Medical,Female,4,Research Director,Married,17169,No,19,3,26,Active,Master,Above 15000
1278,0.0,Research & Development,2,Technical Degree,Female,4,Manufacturing Director,Single,13142,No,16,3,29,Active,College,10000-14999
1279,0.0,Research & Development,2,Medical,Male,3,Manufacturing Director,Divorced,10845,No,13,3,13,Active,College,10000-14999
1280,1.0,Human Resources,2,Medical,Male,3,Human Resources,Married,10482,No,14,3,24,Inactive,College,10000-14999
1281,0.0,Research & Development,3,Life Sciences,Female,4,Research Director,Divorced,16124,No,14,3,9,Active,Bachelor,Above 15000
1282,0.0,Sales,2,Marketing,Female,3,Sales Executive,Divorced,10453,No,25,4,24,Active,College,10000-14999
1285,1.0,Sales,3,Medical,Female,1,Sales Representative,Divorced,2800,Yes,19,3,5,Inactive,Bachelor,Under 5000
